"Well"	"Cycle"	"Rn"	"delta.RN"
"17241"	"CP2"	4	-828.903	-3.6475
"17251"	"CP2"	5	-855.4749	-10.4088
"17261"	"CP2"	6	-876.0422	-11.1656
"17271"	"CP2"	7	-891.2465	-6.5594
"17281"	"CP2"	8	-908.2835	-3.7859
"17291"	"CP2"	9	-907.1199	17.1882
"17301"	"CP2"	10	-920.4991	23.6195
"17311"	"CP2"	11	-901.0565	62.8726
"17321"	"CP2"	12	-883.5889	100.1508
"17331"	"CP2"	13	-843.9214	159.6288
"17341"	"CP2"	14	-741.1368	282.224
"17351"	"CP2"	15	-531.5474	511.6238
"17361"	"CP2"	16	-176.5715	886.4103
"17371"	"CP2"	17	531.7718	1614.5641
"17381"	"CP2"	18	1714.7332	2817.3359
"17391"	"CP2"	19	3534.084	4656.4976
"17401"	"CP2"	20	6040.5918	7182.8154
"17411"	"CP2"	21	8665.1855	9827.2197
"17421"	"CP2"	22	10872.3574	12054.2021
"17431"	"CP2"	23	12360.2998	13561.9551
"17441"	"CP2"	24	13270.4766	14491.9424
"17451"	"CP2"	25	14235.9668	15477.2432
"17461"	"CP2"	26	14803.9238	16065.0107
"17471"	"CP2"	27	15356.377	16637.2754
"17481"	"CP2"	28	15788.4043	17089.1133
"17491"	"CP2"	29	16166.9004	17487.4199
"17501"	"CP2"	30	16540.4746	17880.8047
"17511"	"CP2"	31	16669.8906	18030.0293
"17521"	"CP2"	32	17076.3125	18456.2617
"17531"	"CP2"	33	17120.3047	18520.0645
"17541"	"CP2"	34	17395.1211	18814.6914
"17551"	"CP2"	35	17576.0977	19015.4785
"17561"	"CP2"	36	17648.4355	19107.627
"17571"	"CP2"	37	17781.0234	19260.0254
"17581"	"CP2"	38	17900.9941	19399.8066
"17591"	"CP2"	39	17958.7188	19477.3418
"17601"	"CP2"	40	17978.7754	19517.209
"17611"	"CN"	1	-604.5895	254.4404
"17621"	"CN"	2	-690.6622	172.7584
"17631"	"CN"	3	-765.7382	102.0729
"17641"	"CN"	4	-821.8951	50.3066
"17651"	"CN"	5	-835.6473	40.9451
"17661"	"CN"	6	-857.7437	23.2393
"17671"	"CN"	7	-872.252	13.1216
"17681"	"CN"	8	-887.686	2.0782
"17691"	"CN"	9	-923.5737	-29.4189
"17701"	"CN"	10	-925.696	-27.1506
"17711"	"CN"	11	-934.7577	-31.8217
"17721"	"CN"	12	-950.3153	-42.9887
"17731"	"CN"	13	-954.2976	-42.5803
"17741"	"CN"	14	-954.1834	-38.0755
"17751"	"CN"	15	-942.4606	-21.9621
"17761"	"CN"	16	-956.5039	-31.6148
"17771"	"CN"	17	-949.9011	-20.6214
"17781"	"CN"	18	-950.7934	-17.1231
"17791"	"CN"	19	-961.03	-22.969
"17801"	"CN"	20	-937.1857	5.2658
"17811"	"CN"	21	-960.6025	-13.7603
"17821"	"CN"	22	-950.9344	0.2983
"17831"	"CN"	23	-960.288	-4.6646
"17841"	"CN"	24	-966.7329	-6.7189
"17851"	"CN"	25	-966.6748	-2.2702
"17861"	"CN"	26	-976.3464	-7.5512
"17871"	"CN"	27	-971.5203	1.6656
"17881"	"CN"	28	-992.4077	-14.8312
"17891"	"CN"	29	-973.985	7.9821
"17901"	"CN"	30	-980.8469	5.5108
"17911"	"CN"	31	-977.9469	12.8014
"17921"	"CN"	32	-975.5538	19.5851
"17931"	"CN"	33	-971.8296	27.6999
"17941"	"CN"	34	-973.3807	30.5394
"17951"	"CN"	35	-975.3002	33.0105
"17961"	"CN"	36	-980.7618	31.9395
"17971"	"CN"	37	-976.9075	40.1845
"17981"	"CN"	38	-971.6578	49.8248
"17991"	"CN"	39	-990.0972	35.7759
"18001"	"CN"	40	-968.5541	61.7096
