"Well"	"Cycle"	"Rn"	"delta.RN"
"1775"	"CN"	15	-1213.7336	18.3137
"1776"	"CN"	16	-1210.8438	31.4525
"1777"	"CN"	17	-1221.509	31.0361
"1778"	"CN"	18	-1225.5795	37.2145
"1779"	"CN"	19	-1227.8608	45.182
"1780"	"CN"	20	-1222.7958	60.4959
"1781"	"CN"	21	-1224.5889	68.9516
"1782"	"CN"	22	-1228.1965	75.5928
"1783"	"CN"	23	-1229.835	84.2033
"1784"	"CN"	24	-1238.1674	86.1197
"1785"	"CN"	25	-1236.1624	98.3736
"1786"	"CN"	26	-1234.1755	110.6092
"1787"	"CN"	27	-1235.2511	119.7825
"1788"	"CN"	28	-1238.3397	126.9428
"1789"	"CN"	29	-1222.0746	153.4568
"1790"	"CN"	30	-1208.0051	177.7751
"1791"	"CN"	31	-1228.9374	167.0917
"1792"	"CN"	32	-1225.7245	180.5534
"1793"	"CN"	33	-1219.3429	197.1839
"1794"	"CN"	34	-1218.0239	208.7517
"1795"	"CN"	35	-1224.7869	212.2376
"1796"	"CN"	36	-1224.8683	222.405
"1797"	"CN"	37	-1210.788	246.7342
"1798"	"CN"	38	-1240.1729	227.5982
"1799"	"CN"	39	-1231.0164	247.0035
"1800"	"CN"	40	-1231.0636	257.2052
"1801"	"LZ40"	1	-965.4001	102.9297
"2100"	"LZ40"	2	-963.0161	106.59
"321"	"LZ40"	3	-1007.6052	63.2771
"410"	"LZ40"	4	-1060.0597	12.0988
"510"	"LZ40"	5	-1075.4319	-1.9972
"610"	"LZ40"	6	-1082.8112	-8.1002
"7100"	"LZ40"	7	-1078.7354	-2.7482
"8100"	"LZ40"	8	-1073.7327	3.5307
"9100"	"LZ40"	9	-1093.6599	-15.1203
"10100"	"LZ40"	10	-1095.2642	-15.4483
"11100"	"LZ40"	11	-1084.8378	-3.7457
"12100"	"LZ40"	12	-1101.5543	-19.1861
"13100"	"LZ40"	13	-1110.6567	-27.0123
"14100"	"LZ40"	14	-1078.1617	6.7589
"15100"	"LZ40"	15	-1096.6444	-10.4475
"16100"	"LZ40"	16	-1090.2506	-2.7775
"17100"	"LZ40"	17	-1096.0393	-7.29
"1810"	"LZ40"	18	-1083.1304	6.8952
"1910"	"LZ40"	19	-1105.5098	-14.208
"2010"	"LZ40"	20	-1085.8445	6.7335
"2110"	"LZ40"	21	-1103.4785	-9.6243
"2210"	"LZ40"	22	-1091.2869	3.8436
"2310"	"LZ40"	23	-1097.6879	-1.2812
"2410"	"LZ40"	24	-1102.9414	-5.2586
"2510"	"LZ40"	25	-1090.2423	8.7168
"2610"	"LZ40"	26	-1091.9562	8.2791
"2710"	"LZ40"	27	-1118.6016	-17.0901
"2810"	"LZ40"	28	-1103.8695	-1.0818
"2910"	"LZ40"	29	-1101.5784	2.4856
"3010"	"LZ40"	30	-1084.5887	20.7514
"3110"	"LZ40"	31	-1100.4133	6.203
"322"	"LZ40"	32	-1095.0491	12.8435
"331"	"LZ40"	33	-1095.4233	13.7455
"341"	"LZ40"	34	-1081.3871	29.0579
"351"	"LZ40"	35	-1075.4227	36.2985
"361"	"LZ40"	36	-1053.3441	59.6533
"371"	"LZ40"	37	-1033.4822	80.7915
"381"	"LZ40"	38	-972.6857	142.8642
"391"	"LZ40"	39	-890.7228	226.1033
"401"	"LZ40"	40	-753.1797	364.9226
"411"	"AV06"	1	-416.4174	-21.4926
"421"	"AV06"	2	-395.0672	0.226
"431"	"AV06"	3	-381.4881	14.1735
"441"	"AV06"	4	-431.4859	-35.4559
"451"	"AV06"	5	-420.4384	-24.0399
"461"	"AV06"	6	-409.0927	-12.3258
"471"	"AV06"	7	-388.4738	8.6614
"481"	"AV06"	8	-366.0716	31.4321
"491"	"AV06"	9	-364.5762	33.2959
"501"	"AV06"	10	-379.8842	18.3563
"511"	"AV06"	11	-395.5016	3.1073
"521"	"AV06"	12	-375.5222	23.4551
"531"	"AV06"	13	-410.8582	-11.5124
"541"	"AV06"	14	-436.6481	-36.9339
"551"	"AV06"	15	-393.9636	6.119
"561"	"AV06"	16	-416.2445	-15.7935
"571"	"AV06"	17	-393.2542	7.5653
"581"	"AV06"	18	-417.2571	-16.0693
"591"	"AV06"	19	-419.1211	-17.5649
"601"	"AV06"	20	-391.9742	9.9504
"611"	"AV06"	21	-401.1827	1.1104
"621"	"AV06"	22	-393.9115	8.75
"631"	"AV06"	23	-367.5134	35.5165
"6410"	"AV06"	24	-416.1769	-12.7786
"6510"	"AV06"	25	-410.8777	-7.111
"6610"	"AV06"	26	-408.161	-4.0258
"6710"	"AV06"	27	-402.578	1.9256
"6810"	"AV06"	28	-429.5108	-24.6388
"6910"	"AV06"	29	-421.4653	-16.2248
"7010"	"AV06"	30	-374.7824	30.8264
"7110"	"AV06"	31	-444.213	-38.2357
"7210"	"AV06"	32	-367.8809	38.4647
"7310"	"AV06"	33	-443.8206	-37.1065
"7410"	"AV06"	34	-403.6549	3.4276
"7510"	"AV06"	35	-380.5967	26.8542
"7610"	"AV06"	36	-344.6566	63.1627
"7710"	"AV06"	37	-305.1911	102.9967
"7810"	"AV06"	38	-244.8248	163.7313
"7910"	"AV06"	39	-126.6545	282.2701
"8010"	"AV06"	40	4.0446	413.3376
"8110"	"AV02"	1	-739.5146	71.8411
"8210"	"AV02"	2	-733.2164	77.2869
"8310"	"AV02"	3	-779.7342	29.9167
"8410"	"AV02"	4	-806.0875	2.711
"8510"	"AV02"	5	-800.644	7.3021
"8610"	"AV02"	6	-815.4377	-8.344
"8710"	"AV02"	7	-823.2279	-16.9866
"8810"	"AV02"	8	-803.775	1.6139
"8910"	"AV02"	9	-804.2322	0.3043
"9010"	"AV02"	10	-776.6064	27.0777
"9110"	"AV02"	11	-803.2382	-0.4064
"9210"	"AV02"	12	-821.7575	-19.7782
"9310"	"AV02"	13	-819.9193	-18.7924
"9410"	"AV02"	14	-806.83	-6.5555
"9510"	"AV02"	15	-803.5693	-4.1471
"9610"	"AV02"	16	-816.6078	-18.0381
"9710"	"AV02"	17	-794.4086	3.3088
"9810"	"AV02"	18	-797.8715	-1.0065
"9910"	"AV02"	19	-807.8586	-11.846
"10010"	"AV02"	20	-797.1719	-2.0117
"10110"	"AV02"	21	-797.7271	-3.4193
"10210"	"AV02"	22	-780.1638	13.2915
"10310"	"AV02"	23	-782.6008	10.0021
"10410"	"AV02"	24	-794.7988	-3.0483
"10510"	"AV02"	25	-776.3634	14.5348
"10610"	"AV02"	26	-791.7615	-1.7158
"10710"	"AV02"	27	-794.5614	-5.368
"10810"	"AV02"	28	-792.9459	-4.605
"10910"	"AV02"	29	-786.2448	1.2438
"11010"	"AV02"	30	-771.8738	14.7623
"11110"	"AV02"	31	-781.172	4.6118
"11210"	"AV02"	32	-732.203	52.7284
"11310"	"AV02"	33	-718.8656	65.2134
"11410"	"AV02"	34	-645.8339	137.3927
"11510"	"AV02"	35	-540.1182	242.256
"11610"	"AV02"	36	-427.6199	353.9019
"11710"	"AV02"	37	-277.9544	502.715
"11810"	"AV02"	38	-87.355	692.462
"11910"	"AV02"	39	12.9898	791.9544
"12010"	"AV02"	40	65.5408	843.653
"12110"	"LZ26"	1	-1009.3774	134.3092
"12210"	"LZ26"	2	-1056.543	90.3121
"12310"	"LZ26"	3	-1104.2181	45.8054
"12410"	"LZ26"	4	-1125.6301	27.5619
"12510"	"LZ26"	5	-1145.746	10.6146
"12610"	"LZ26"	6	-1176.0568	-16.5277
"12710"	"LZ26"	7	-1170.0239	-7.3264
"12810"	"LZ26"	8	-1166.2239	-0.3579
"12910"	"LZ26"	9	-1180.3796	-11.3452
"13010"	"LZ26"	10	-1180.5435	-8.3405
"13110"	"LZ26"	11	-1199.5831	-24.2117
"13210"	"LZ26"	12	-1179.1143	-0.5744
"13310"	"LZ26"	13	-1174.9993	6.7091
"13410"	"LZ26"	14	-1197.975	-13.0981
"13510"	"LZ26"	15	-1191.9192	-3.8738
"13610"	"LZ26"	16	-1194.6729	-3.459
"13710"	"LZ26"	17	-1196.6852	-2.3029
"13810"	"LZ26"	18	-1219.199	-21.6482
"13910"	"LZ26"	19	-1212.9041	-12.1848
"14010"	"LZ26"	20	-1211.9012	-8.0135
"14110"	"LZ26"	21	-1212.2793	-5.2231
"14210"	"LZ26"	22	-1214.182	-3.9573
"14310"	"LZ26"	23	-1215.5342	-2.141
"14410"	"LZ26"	24	-1223.0372	-6.4756
"14510"	"LZ26"	25	-1220.3265	-0.5964
"14610"	"LZ26"	26	-1217.2109	5.6877
"14710"	"LZ26"	27	-1219.9868	6.0803
"14810"	"LZ26"	28	-1221.2329	8.0027
"14910"	"LZ26"	29	-1218.2351	14.169
"15010"	"LZ26"	30	-1208.5458	27.0268
"15110"	"LZ26"	31	-1209.5831	29.1579
"15210"	"LZ26"	32	-1186.4924	55.4171
"15310"	"LZ26"	33	-1146.083	98.995
"15410"	"LZ26"	34	-1057.4479	190.7986
"15510"	"LZ26"	35	-911.0515	340.3634
"15610"	"LZ26"	36	-619.1984	635.3851
"15710"	"LZ26"	37	-72.0065	1185.7455
"15810"	"LZ26"	38	832.5005	2093.4209
"15910"	"LZ26"	39	2122.4224	3386.5112
"16010"	"LZ26"	40	3330.4985	4597.7559
"16110"	"LZ27"	1	-728.3118	170.1298
"16210"	"LZ27"	2	-784.5316	117.9593
"16310"	"LZ27"	3	-833.8332	72.707
"16410"	"LZ27"	4	-862.4764	48.1131
"16510"	"LZ27"	5	-889.6061	25.0327
"16610"	"LZ27"	6	-924.1627	-5.4746
"16710"	"LZ27"	7	-932.0576	-9.3202
"16810"	"LZ27"	8	-938.7635	-11.9768
"16910"	"LZ27"	9	-943.2896	-12.4536
"17010"	"LZ27"	10	-935.5687	-0.6835
"17110"	"LZ27"	11	-971.0295	-32.095
"17210"	"LZ27"	12	-964.1855	-21.2017
"17310"	"LZ27"	13	-979.0443	-32.0112
"17410"	"LZ27"	14	-983.6249	-32.5425
"17510"	"LZ27"	15	-976.6796	-21.5479
"17610"	"LZ27"	16	-972.9094	-13.7285
"17710"	"LZ27"	17	-967.3663	-4.1361
"17810"	"LZ27"	18	-982.9291	-15.6496
"17910"	"LZ27"	19	-974.8549	-3.5261
"1802"	"LZ27"	20	-978.1198	-2.7417
"1811"	"LZ27"	21	-983.1996	-3.7723
"1821"	"LZ27"	22	-981.541	1.9356
"1831"	"LZ27"	23	-979.9475	7.5784
"1841"	"LZ27"	24	-1000.147	-8.5718
"1851"	"LZ27"	25	-990.6121	5.0124
"1861"	"LZ27"	26	-1014.9294	-15.2557
"1871"	"LZ27"	27	-994.4396	9.2835
"1881"	"LZ27"	28	-1002.8942	4.8782
"1891"	"LZ27"	29	-1003.2079	8.6137
"1901"	"LZ27"	30	-992.7562	23.1147
"1911"	"LZ27"	31	-1008.4072	11.513
"1921"	"LZ27"	32	-995.0631	28.9064
"1931"	"LZ27"	33	-1016.6987	11.3201
"1941"	"LZ27"	34	-992.3094	39.7586
"1951"	"LZ27"	35	-980.1684	55.9489
"1961"	"LZ27"	36	-970.5676	69.599
"1971"	"LZ27"	37	-928.0206	116.1953
"1981"	"LZ27"	38	-852.959	195.3062
"1991"	"LZ27"	39	-730.526	321.7885
"2001"	"LZ27"	40	-499.9012	556.4625
"2011"	"LZ33"	1	-935.9397	143.9641
"2021"	"LZ33"	2	-980.3409	103.0987
"2031"	"LZ33"	3	-1015.9471	71.0282
"2041"	"LZ33"	4	-1036.1306	54.3805
"2051"	"LZ33"	5	-1067.5229	26.5239
"2061"	"LZ33"	6	-1099.8334	-2.2507
"2071"	"LZ33"	7	-1105.8398	-4.7214
"2081"	"LZ33"	8	-1117.8274	-13.1732
"2091"	"LZ33"	9	-1119.535	-11.345
"2101"	"LZ33"	10	-1136.4651	-24.7393
"2111"	"LZ33"	11	-1130.101	-14.8394
"2121"	"LZ33"	12	-1143.5972	-24.7999
"2131"	"LZ33"	13	-1143.1874	-20.8543
"2141"	"LZ33"	14	-1149.0798	-23.211
"2151"	"LZ33"	15	-1142.0886	-12.684
"2161"	"LZ33"	16	-1138.7317	-5.7913
"2171"	"LZ33"	17	-1153.8928	-17.4166
"2181"	"LZ33"	18	-1159.8512	-19.8392
"2191"	"LZ33"	19	-1163.6371	-20.0893
"2201"	"LZ33"	20	-1156.4553	-9.3718
"2211"	"LZ33"	21	-1157.4182	-6.7989
"2221"	"LZ33"	22	-1161.9067	-7.7517
"2231"	"LZ33"	23	-1161.0342	-3.3433
"2241"	"LZ33"	24	-1170.41	-9.1834
"2251"	"LZ33"	25	-1165.4779	-0.7155
"2261"	"LZ33"	26	-1171.6017	-3.3035
"2271"	"LZ33"	27	-1164.6085	7.2254
"2281"	"LZ33"	28	-1165.0354	10.3343
"2291"	"LZ33"	29	-1169.7375	9.168
"2301"	"LZ33"	30	-1163.0699	19.3713
"2311"	"LZ33"	31	-1175.123	10.854
"2321"	"LZ33"	32	-1174.1929	15.32
"2331"	"LZ33"	33	-1161.0316	32.017
"2341"	"LZ33"	34	-1161.4059	35.1785
"2351"	"LZ33"	35	-1134.6405	65.4797
"2361"	"LZ33"	36	-1119.5408	84.1152
"2371"	"LZ33"	37	-1101.6536	105.5382
"2381"	"LZ33"	38	-1028.277	182.4505
"2391"	"LZ33"	39	-945.3895	268.8737
"2401"	"LZ33"	40	-744.4546	473.3445
"2411"	"LZ41"	1	-771.2067	33.5106
"2421"	"LZ41"	2	-760.1285	44.6739
"2431"	"LZ41"	3	-806.5881	-1.7005
"2441"	"LZ41"	4	-791.7574	13.2153
"2451"	"LZ41"	5	-803.1046	1.9532
"2461"	"LZ41"	6	-804.9221	0.2209
"2471"	"LZ41"	7	-821.4791	-16.2511
"2481"	"LZ41"	8	-809.7907	-4.4775
"2491"	"LZ41"	9	-813.76	-8.3617
"2501"	"LZ41"	10	-796.1589	9.3245
"2511"	"LZ41"	11	-805.3823	0.1863
"2521"	"LZ41"	12	-799.7631	5.8906
"2531"	"LZ41"	13	-821.2577	-15.5189
"2541"	"LZ41"	14	-807.0717	-1.2478
"2551"	"LZ41"	15	-799.3292	6.5799
"2561"	"LZ41"	16	-794.7981	11.1961
"2571"	"LZ41"	17	-786.5291	19.5503
"2581"	"LZ41"	18	-788.6296	17.5348
"2591"	"LZ41"	19	-784.983	21.2666
"2601"	"LZ41"	20	-816.845	-10.5103
"2611"	"LZ41"	21	-809.2443	-2.8244
"2621"	"LZ41"	22	-808.8399	-2.3349
"2631"	"LZ41"	23	-820.41	-13.8199
"2641"	"LZ41"	24	-823.028	-16.3528
"2651"	"LZ41"	25	-806.6136	0.1467
"2661"	"LZ41"	26	-813.396	-6.5505
"2671"	"LZ41"	27	-828.7216	-21.7909
"2681"	"LZ41"	28	-800.5724	6.4433
"2691"	"LZ41"	29	-807.2372	-0.1364
"2701"	"LZ41"	30	-796.5765	10.6095
"2711"	"LZ41"	31	-798.9637	8.3074
"2721"	"LZ41"	32	-791.7	15.6563
"2731"	"LZ41"	33	-788.5178	18.9236
"2741"	"LZ41"	34	-781.0797	26.4469
"2751"	"LZ41"	35	-757.0757	50.536
"2761"	"LZ41"	36	-748.1414	59.5553
"2771"	"LZ41"	37	-753.0166	54.7653
"2781"	"LZ41"	38	-725.3328	82.5342
"2791"	"LZ41"	39	-711.0549	96.8972
"2801"	"LZ41"	40	-661.5817	146.4556
"2811"	"AV03"	1	-1058.4728	87.1215
"2821"	"AV03"	2	-1086.5374	63.2324
"2831"	"AV03"	3	-1106.7284	47.217
"2841"	"AV03"	4	-1131.0128	27.1081
"2851"	"AV03"	5	-1149.6626	12.6339
"2861"	"AV03"	6	-1170.6733	-4.2013
"2871"	"AV03"	7	-1174.6638	-4.0162
"2881"	"AV03"	8	-1178.3817	-3.5585
"2891"	"AV03"	9	-1193.2726	-14.2738
"2901"	"AV03"	10	-1197.4895	-14.3152
"2911"	"AV03"	11	-1210.6177	-23.2678
"2921"	"AV03"	12	-1202.1068	-10.5814
"2931"	"AV03"	13	-1208.9635	-13.2625
"2941"	"AV03"	14	-1204.7098	-4.8332
"2951"	"AV03"	15	-1200.0779	3.9743
"2961"	"AV03"	16	-1224.1589	-15.9312
"2971"	"AV03"	17	-1216.8806	-4.4773
"2981"	"AV03"	18	-1224.1797	-7.6008
"2991"	"AV03"	19	-1249.1294	-28.375
"3001"	"AV03"	20	-1231.3564	-6.4265
"3011"	"AV03"	21	-1218.2511	10.8545
"3021"	"AV03"	22	-1225.6478	7.6333
"3031"	"AV03"	23	-1233.7463	3.7103
"3041"	"AV03"	24	-1247.7175	-6.0853
"3051"	"AV03"	25	-1259.3975	-13.5896
"3061"	"AV03"	26	-1246.9897	2.9936
"3071"	"AV03"	27	-1242.9059	11.2531
"3081"	"AV03"	28	-1245.1543	13.1802
"3091"	"AV03"	29	-1228.2728	34.2373
"3101"	"AV03"	30	-1228.8967	37.7889
"3111"	"AV03"	31	-1184.5654	86.2958
"3121"	"AV03"	32	-1117.4905	157.5463
"3131"	"AV03"	33	-997.4442	281.7681
"3141"	"AV03"	34	-785.8875	497.5005
"3151"	"AV03"	35	-482.2496	805.3138
"3161"	"AV03"	36	-104.2864	1187.4526
"3171"	"AV03"	37	185.9188	1481.8334
"3181"	"AV03"	38	219.8412	1519.9314
"3191"	"AV03"	39	148.3504	1452.6162
"3201"	"AV03"	40	61.8418	1370.2831
"6411"	"CS03"	1	3635.0054	707.5135
"6421"	"CS03"	2	3414.5876	511.8083
"6431"	"CS03"	3	3148.4731	270.4064
"6441"	"CS03"	4	3007.7749	154.4207
"6451"	"CS03"	5	2902.3796	73.738
"6461"	"CS03"	6	2813.3201	9.391
"6471"	"CS03"	7	2738.6914	-40.5251
"6481"	"CS03"	8	2700.0332	-54.4707
"6491"	"CS03"	9	2634.4749	-95.3165
"6501"	"CS03"	10	2603.5835	-101.4952
"6511"	"CS03"	11	2571.9956	-108.3706
"6521"	"CS03"	12	2547.6692	-107.9844
"6531"	"CS03"	13	2550.0156	-80.9254
"6541"	"CS03"	14	2540.2583	-65.9701
"6551"	"CS03"	15	2555.6233	-25.8926
"6561"	"CS03"	16	2532.0898	-24.7135
"6571"	"CS03"	17	2531.2495	-0.8412
"6581"	"CS03"	18	2494.468	-12.9101
"6591"	"CS03"	19	2483.4026	0.737
"6601"	"CS03"	20	2457.6533	-0.2997
"6611"	"CS03"	21	2422.8691	-10.3713
"6621"	"CS03"	22	2419.6499	11.122
"6631"	"CS03"	23	2387.8354	4.0202
"6641"	"CS03"	24	2334.6602	-24.4426
"6651"	"CS03"	25	2338.9326	4.5425
"6661"	"CS03"	26	2312.4441	2.7665
"6671"	"CS03"	27	2301.7678	16.8028
"6681"	"CS03"	28	2301.3979	41.1455
"6691"	"CS03"	29	2298.3135	62.7736
"6701"	"CS03"	30	2313.4897	102.6625
"6711"	"CS03"	31	2301.7095	115.5948
"6721"	"CS03"	32	2376.8154	215.4133
"6731"	"CS03"	33	2456.7324	320.0429
"6741"	"CS03"	34	2620.207	508.23
"6751"	"CS03"	35	2952.3037	865.0393
"6761"	"CS03"	36	3481.7563	1419.2045
"6771"	"CS03"	37	4314.7124	2276.873
"6781"	"CS03"	38	5473.627	3460.5002
"6791"	"CS03"	39	6840.9385	4852.5244
"6801"	"CS03"	40	7958.0747	5994.373
"6811"	"LZ25"	1	3548.647	966.4172
"6821"	"LZ25"	2	3067.207	507.7569
"6831"	"LZ25"	3	2849.4438	312.7734
"6841"	"LZ25"	4	2647.0603	133.1696
"6851"	"LZ25"	5	2576.0615	84.9505
"6861"	"LZ25"	6	2532.3738	64.0424
"6871"	"LZ25"	7	2442.6506	-2.901
"6881"	"LZ25"	8	2426.7278	3.9558
"6891"	"LZ25"	9	2372.6172	-27.3751
"6901"	"LZ25"	10	2311.1672	-66.0453
"6911"	"LZ25"	11	2296.3748	-58.0581
"6921"	"LZ25"	12	2289.3198	-42.3334
"6931"	"LZ25"	13	2215.5239	-93.3496
"6941"	"LZ25"	14	2198.3555	-87.7383
"6951"	"LZ25"	15	2173.772	-89.5421
"6961"	"LZ25"	16	2136.8708	-103.6636
"6971"	"LZ25"	17	2168.77	-48.9847
"6981"	"LZ25"	18	2091.1741	-103.801
"6991"	"LZ25"	19	2060.3967	-111.7986
"7001"	"LZ25"	20	2082.5325	-66.8832
"7011"	"LZ25"	21	2044.7607	-81.8752
"7021"	"LZ25"	22	2047.882	-55.9743
"7031"	"LZ25"	23	2062.8315	-18.245
"7041"	"LZ25"	24	2033.0679	-25.229
"7051"	"LZ25"	25	2014.905	-20.6122
"7061"	"LZ25"	26	2036.8057	24.0681
"7071"	"LZ25"	27	2016.3571	26.3992
"7081"	"LZ25"	28	1992.262	25.0838
"7091"	"LZ25"	29	1958.4773	14.0789
"7101"	"LZ25"	30	1999.4453	77.8266
"7111"	"LZ25"	31	1939.3679	40.5289
"7121"	"LZ25"	32	1989.412	113.3526
"7131"	"LZ25"	33	1923.0596	69.7799
"7141"	"LZ25"	34	1944.9001	114.4002
"7151"	"LZ25"	35	1943.9004	136.1801
"7161"	"LZ25"	36	2034.929	249.9884
"7171"	"LZ25"	37	2110.8562	348.6953
"7181"	"LZ25"	38	2206.3408	466.9596
"7191"	"LZ25"	39	2485.1328	768.5313
"7201"	"LZ25"	40	2924.2231	1230.4014
"7211"	"LZ38"	1	4614.751	864.7477
"7221"	"LZ38"	2	4242.6885	514.2037
"7231"	"LZ38"	3	4048.6782	341.712
"7241"	"LZ38"	4	3883.0178	197.5702
"7251"	"LZ38"	5	3823.5876	159.6585
"7261"	"LZ38"	6	3757.5327	115.1221
"7271"	"LZ38"	7	3679.8579	58.9658
"7281"	"LZ38"	8	3538.7344	-60.6392
"7291"	"LZ38"	9	3495.2307	-82.6243
"7301"	"LZ38"	10	3489.0405	-67.296
"7311"	"LZ38"	11	3447.3982	-87.4198
"7321"	"LZ38"	12	3433.1252	-80.1742
"7331"	"LZ38"	13	3404.0156	-87.7653
"7341"	"LZ38"	14	3367.1533	-103.1091
"7351"	"LZ38"	15	3363.5522	-85.1917
"7361"	"LZ38"	16	3337.7036	-89.5218
"7371"	"LZ38"	17	3322.4421	-83.2647
"7381"	"LZ38"	18	3281.582	-102.6063
"7391"	"LZ38"	19	3265.4941	-97.1757
"7401"	"LZ38"	20	3266.0952	-75.0561
"7411"	"LZ38"	21	3241.4106	-78.2222
"7421"	"LZ38"	22	3206.4417	-91.6726
"7431"	"LZ38"	23	3244.1135	-32.4822
"7441"	"LZ38"	24	3190.981	-64.0963
"7451"	"LZ38"	25	3211.248	-22.3107
"7461"	"LZ38"	26	3205.7285	-6.3117
"7471"	"LZ38"	27	3182.6367	-7.8849
"7481"	"LZ38"	28	3127.519	-41.4841
"7491"	"LZ38"	29	3166.3457	18.8611
"7501"	"LZ38"	30	3131.0151	5.049
"7511"	"LZ38"	31	3102.5483	-1.8992
"7521"	"LZ38"	32	3129.7898	46.8607
"7531"	"LZ38"	33	3109.0195	47.609
"7541"	"LZ38"	34	3119.8804	79.9884
"7551"	"LZ38"	35	3118.2761	99.9026
"7561"	"LZ38"	36	3114.9294	118.0745
"7571"	"LZ38"	37	3134.1709	158.8345
"7581"	"LZ38"	38	3117.7393	163.9213
"7591"	"LZ38"	39	3223.6572	291.3578
"7601"	"LZ38"	40	3305.6807	394.8998
"7611"	"LZ32"	1	3137.2129	1030.347
"7621"	"LZ32"	2	2577.4331	500.6221
"7631"	"LZ32"	3	2300.7266	253.9703
"7641"	"LZ32"	4	2158.0664	141.365
"7651"	"LZ32"	5	2053.748	67.1014
"7661"	"LZ32"	6	1965.4756	8.8838
"7671"	"LZ32"	7	1905.1763	-21.3607
"7681"	"LZ32"	8	1883.6263	-12.8558
"7691"	"LZ32"	9	1840.7393	-25.6881
"7701"	"LZ32"	10	1769.6807	-66.6919
"7711"	"LZ32"	11	1755.5214	-50.7964
"7721"	"LZ32"	12	1697.0356	-79.2273
"7731"	"LZ32"	13	1672.7604	-73.4477
"7741"	"LZ32"	14	1621.3059	-94.8474
"7751"	"LZ32"	15	1594.1622	-91.9363
"7761"	"LZ32"	16	1560.4098	-95.6339
"7771"	"LZ32"	17	1574.386	-51.6029
"7781"	"LZ32"	18	1532.7367	-63.1974
"7791"	"LZ32"	19	1510.5558	-55.3235
"7801"	"LZ32"	20	1488.9775	-46.8469
"7811"	"LZ32"	21	1499.1599	-6.6097
"7821"	"LZ32"	22	1452.0901	-23.6247
"7831"	"LZ32"	23	1464.0941	18.4341
"7841"	"LZ32"	24	1424.0675	8.4623
"7851"	"LZ32"	25	1412.9885	27.4382
"7861"	"LZ32"	26	1389.8347	34.3392
"7871"	"LZ32"	27	1389.1898	63.7491
"7881"	"LZ32"	28	1361.4487	66.0628
"7891"	"LZ32"	29	1341.6033	76.2722
"7901"	"LZ32"	30	1328.8884	93.6121
"7911"	"LZ32"	31	1314.3297	109.1082
"7921"	"LZ32"	32	1335.1392	159.9725
"7931"	"LZ32"	33	1355.6475	210.5356
"7941"	"LZ32"	34	1387.0442	271.9871
"7951"	"LZ32"	35	1450.7759	365.7736
"7961"	"LZ32"	36	1618.7598	563.8123
"7971"	"LZ32"	37	1908.215	883.3223
"7981"	"LZ32"	38	2462.6167	1467.7789
"7991"	"LZ32"	39	3323.5874	2358.8044
"8001"	"LZ32"	40	4626.0859	3691.3577
"8011"	"LZ30"	1	4125.4209	1226.6459
"8021"	"LZ30"	2	3561.0513	686.343
"8031"	"LZ30"	3	3240.0745	389.4328
"8041"	"LZ30"	4	3042.582	216.007
"8051"	"LZ30"	5	2905.8672	103.3588
"8061"	"LZ30"	6	2760.0457	-18.396
"8071"	"LZ30"	7	2697.4307	-56.9444
"8081"	"LZ30"	8	2707.4084	-22.8999
"8091"	"LZ30"	9	2645.1626	-61.0791
"8101"	"LZ30"	10	2625.8804	-56.2947
"8111"	"LZ30"	11	2566.8408	-91.2675
"8121"	"LZ30"	12	2521.918	-112.1237
"8131"	"LZ30"	13	2516.6057	-93.3693
"8141"	"LZ30"	14	2492.2061	-93.7023
"8151"	"LZ30"	15	2511.7678	-50.0739
"8161"	"LZ30"	16	2442.9729	-94.8021
"8171"	"LZ30"	17	2439.9048	-73.8036
"8181"	"LZ30"	18	2415.2754	-74.3663
"8191"	"LZ30"	19	2392.5081	-73.067
"8201"	"LZ30"	20	2377.9292	-63.5792
"8211"	"LZ30"	21	2381.7688	-35.6729
"8221"	"LZ30"	22	2365.6057	-27.7693
"8231"	"LZ30"	23	2350.8271	-18.4812
"8241"	"LZ30"	24	2334.7651	-10.4766
"8251"	"LZ30"	25	2333.062	11.887
"8261"	"LZ30"	26	2283.7429	-13.3655
"8271"	"LZ30"	27	2279.915	6.8733
"8281"	"LZ30"	28	2266.0579	17.0828
"8291"	"LZ30"	29	2256.1777	31.2693
"8301"	"LZ30"	30	2226.5142	25.6724
"8311"	"LZ30"	31	2212.335	35.5599
"8321"	"LZ30"	32	2211.9082	59.1998
"8331"	"LZ30"	33	2177.2329	48.5912
"8341"	"LZ30"	34	2187.9919	83.4169
"8351"	"LZ30"	35	2193.6917	113.1832
"8361"	"LZ30"	36	2172.9011	116.4594
"8371"	"LZ30"	37	2211.4663	179.0912
"8381"	"LZ30"	38	2213.1802	204.8718
"8391"	"LZ30"	39	2245.9233	261.6816
"8401"	"LZ30"	40	2295.6697	335.4946
"8411"	"LZ29"	1	3411.4531	874.8453
"8421"	"LZ29"	2	2983.9475	478.9022
"8431"	"LZ29"	3	2732.7305	259.2477
"8441"	"LZ29"	4	2599.3833	157.4631
"8451"	"LZ29"	5	2534.9272	124.5696
"8461"	"LZ29"	6	2397.0403	18.2452
"8471"	"LZ29"	7	2335.2056	-12.027
"8481"	"LZ29"	8	2266.1174	-49.5526
"8491"	"LZ29"	9	2247.4885	-36.619
"8501"	"LZ29"	10	2197.8428	-54.7022
"8511"	"LZ29"	11	2141.3057	-79.6768
